# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 15768515484236
#
# Children      Self  Command          Shared Object         Symbol                                             
# ........  ........  ...............  ....................  ...................................................
#
     0.02%     0.00%  java             [kernel.kallsyms]     [k] account_process_tick
     0.02%     0.01%  pool-4-thread-1  [kernel.kallsyms]     [k] xas_store
     0.02%     0.00%  localfetcher#1   [kernel.kallsyms]     [k] nvme_complete_rq
     0.02%     0.00%  localfetcher#1   [kernel.kallsyms]     [k] blk_finish_plug
     0.02%     0.02%  LocalJobRunner   [kernel.kallsyms]     [k] percpu_counter_add_batch
     0.02%     0.00%  InMemoryMerger   [kernel.kallsyms]     [k] ___slab_alloc
     0.02%     0.02%  LocalJobRunner   [kernel.kallsyms]     [k] get_obj_cgroup_from_current
     0.02%     0.00%  VM Thread        [kernel.kallsyms]     [k] move_to_new_page
     0.02%     0.00%  localfetcher#1   [kernel.kallsyms]     [k] blk_mq_end_request
     0.02%     0.02%  Sampler Reader   [kernel.kallsyms]     [k] native_irq_return_iret
     0.02%     0.00%  InMemoryMerger   [kernel.kallsyms]     [k] ext4_es_insert_delayed_block
     0.02%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] tick_sched_timer
     0.02%     0.01%  pool-4-thread-1  [kernel.kallsyms]     [k] try_charge_memcg
     0.02%     0.00%  swapper          [kernel.kallsyms]     [k] blk_update_request
     0.02%     0.02%  java             [kernel.kallsyms]     [k] unlock_page
     0.02%     0.00%  java             [kernel.kallsyms]     [k] wake_up_q
     0.02%     0.00%  java             [kernel.kallsyms]     [k] run_rebalance_domains
     0.02%     0.02%  kworker/u97:7-f  [kernel.kallsyms]     [k] mpage_process_page_bufs
     0.02%     0.00%  VM Thread        [kernel.kallsyms]     [k] do_sched_yield
     0.02%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] ext4_es_insert_delayed_block
     0.02%     0.00%  kswapd0          [kernel.kallsyms]     [k] _raw_spin_lock_irqsave
     0.02%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] __x64_sys_newfstatat
     0.02%     0.00%  VM Thread        [kernel.kallsyms]     [k] migrate_page
     0.02%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] __do_sys_newfstatat
     0.02%     0.02%  java             [kernel.kallsyms]     [k] rcu_read_unlock_strict
     0.02%     0.02%  LocalJobRunner   [kernel.kallsyms]     [k] __es_insert_extent
     0.02%     0.00%  VM Thread        [kernel.kallsyms]     [k] __mem_cgroup_charge
     0.02%     0.00%  perf             [kernel.kallsyms]     [k] entry_SYSCALL_64_after_hwframe
     0.02%     0.00%  perf             [kernel.kallsyms]     [k] do_syscall_64
     0.02%     0.01%  kworker/u97:6-e  [kernel.kallsyms]     [k] clear_page_dirty_for_io
     0.02%     0.01%  java             [kernel.kallsyms]     [k] psi_task_switch
     0.02%     0.01%  LocalJobRunner   [kernel.kallsyms]     [k] free_pcppages_bulk
     0.02%     0.00%  kworker/u96:0-e  [kernel.kallsyms]     [k] __mod_lruvec_state
     0.02%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] user_path_at_empty
     0.02%     0.02%  LocalJobRunner   [kernel.kallsyms]     [k] copy_page_from_iter_atomic
     0.02%     0.01%  kswapd1          [kernel.kallsyms]     [k] lru_note_cost
     0.02%     0.00%  InMemoryMerger   [kernel.kallsyms]     [k] ext4_da_reserve_space
     0.02%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] vfs_statx
     0.02%     0.02%  kworker/u96:1    [kernel.kallsyms]     [k] xas_load
     0.02%     0.02%  kworker/u97:7-f  [kernel.kallsyms]     [k] native_queued_spin_lock_slowpath
     0.02%     0.02%  LocalJobRunner   [kernel.kallsyms]     [k] page_vma_mapped_walk
     0.02%     0.00%  C1 CompilerThre  [kernel.kallsyms]     [k] futex_wake
     0.02%     0.02%  kworker/u96:1    [kernel.kallsyms]     [k] native_queued_spin_lock_slowpath
     0.02%     0.01%  kworker/u98:0-e  [kernel.kallsyms]     [k] __mod_lruvec_page_state
     0.02%     0.01%  LocalJobRunner   [kernel.kallsyms]     [k] update_curr
     0.02%     0.00%  VM Thread        [kernel.kallsyms]     [k] irqentry_exit_to_user_mode
     0.02%     0.00%  InMemoryMerger   [kernel.kallsyms]     [k] xa_get_order
     0.02%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] update_process_times
     0.02%     0.00%  VM Thread        [kernel.kallsyms]     [k] irqentry_exit
     0.02%     0.00%  kswapd1          [kernel.kallsyms]     [k] shrink_slab
     0.02%     0.00%  localfetcher#1   [kernel.kallsyms]     [k] __sysvec_apic_timer_interrupt
     0.02%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] __softirqentry_text_start
     0.02%     0.02%  java             [kernel.kallsyms]     [k] page_counter_try_charge
     0.02%     0.00%  swapper          [kernel.kallsyms]     [k] bio_endio
     0.02%     0.00%  kcompactd0       [kernel.kallsyms]     [k] __put_page
     0.02%     0.02%  pool-4-thread-1  [kernel.kallsyms]     [k] node_dirty_ok
     0.02%     0.00%  kswapd0          [kernel.kallsyms]     [k] uncharge_batch
     0.02%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] tick_sched_handle
     0.02%     0.01%  kworker/u97:1    [kernel.kallsyms]     [k] __test_set_page_writeback
     0.02%     0.00%  kworker/u97:7-f  [kernel.kallsyms]     [k] pagevec_lookup_range
     0.02%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] ___slab_alloc
     0.02%     0.01%  localfetcher#1   [kernel.kallsyms]     [k] xas_store
     0.02%     0.00%  swapper          [kernel.kallsyms]     [k] ttwu_do_activate
     0.02%     0.00%  swapper          [kernel.kallsyms]     [k] find_busiest_group
     0.02%     0.01%  InMemoryMerger   [kernel.kallsyms]     [k] __ext4_journal_get_write_access
     0.02%     0.00%  VM Thread        [kernel.kallsyms]     [k] do_wp_page
     0.02%     0.00%  kswapd1          [kernel.kallsyms]     [k] page_counter_uncharge
     0.02%     0.02%  kworker/u98:2    [kernel.kallsyms]     [k] fscrypt_mergeable_bio_bh
     0.02%     0.00%  swapper          [kernel.kallsyms]     [k] cpuidle_select
     0.02%     0.02%  kswapd1          [kernel.kallsyms]     [k] page_counter_cancel
     0.02%     0.00%  java             [kernel.kallsyms]     [k] newidle_balance
     0.02%     0.00%  java             [kernel.kallsyms]     [k] clockevents_program_event
     0.02%     0.00%  swapper          [kernel.kallsyms]     [k] __hrtimer_run_queues
     0.02%     0.00%  kworker/u98:2    [kernel.kallsyms]     [k] __submit_bio
     0.02%     0.00%  kworker/u98:2    [kernel.kallsyms]     [k] submit_bio
     0.02%     0.00%  kworker/u98:2    [kernel.kallsyms]     [k] submit_bio_noacct
     0.02%     0.00%  C1 CompilerThre  [kernel.kallsyms]     [k] try_to_wake_up
     0.02%     0.00%  VM Thread        [kernel.kallsyms]     [k] wp_page_copy
     0.02%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] common_interrupt
     0.02%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] __xa_set_mark
     0.02%     0.01%  LocalJobRunner   [kernel.kallsyms]     [k] account_user_time
     0.02%     0.00%  swapper          [kernel.kallsyms]     [k] mpage_end_io
     0.02%     0.00%  localfetcher#1   [kernel.kallsyms]     [k] hrtimer_interrupt
     0.02%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] asm_common_interrupt
     0.02%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] __common_interrupt
     0.02%     0.01%  kworker/u96:0-e  [kernel.kallsyms]     [k] __fprop_inc_percpu
     0.02%     0.00%  C1 CompilerThre  [kernel.kallsyms]     [k] wake_up_q
     0.02%     0.00%  java             [kernel.kallsyms]     [k] wake_up_process
     0.02%     0.01%  kworker/u97:6-e  [kernel.kallsyms]     [k] __mod_lruvec_page_state
     0.02%     0.02%  kswapd1          [kernel.kallsyms]     [k] unlock_page
     0.02%     0.02%  kworker/u97:7-f  [kernel.kallsyms]     [k] find_get_pages_range
     0.02%     0.02%  kswapd1          [kernel.kallsyms]     [k] workingset_age_nonresident
     0.02%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] __x64_sys_mkdir
     0.02%     0.01%  InMemoryMerger   [kernel.kallsyms]     [k] percpu_counter_add_batch
     0.02%     0.02%  swapper          [kernel.kallsyms]     [k] update_sd_lb_stats.constprop.0
     0.02%     0.01%  swapper          [kernel.kallsyms]     [k] menu_select
     0.02%     0.00%  localfetcher#1   [kernel.kallsyms]     [k] blk_update_request
     0.02%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] handle_edge_irq
     0.02%     0.00%  kworker/u98:2    [kernel.kallsyms]     [k] blk_mq_submit_bio
     0.02%     0.02%  kswapd1          [kernel.kallsyms]     [k] page_mapping
     0.02%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] do_mkdirat
     0.02%     0.00%  VM Thread        [kernel.kallsyms]     [k] task_work_run
     0.02%     0.02%  kswapd0          [kernel.kallsyms]     [k] drop_buffers
     0.02%     0.02%  java             [kernel.kallsyms]     [k] ktime_get
     0.02%     0.00%  kswapd1          [kernel.kallsyms]     [k] do_shrink_slab
     0.02%     0.02%  LocalJobRunner   [kernel.kallsyms]     [k] arch_local_irq_enable
     0.02%     0.00%  VM Thread        [kernel.kallsyms]     [k] task_numa_work
     0.02%     0.00%  VM Thread        [kernel.kallsyms]     [k] change_prot_numa
     0.02%     0.00%  Sampler Reader   [kernel.kallsyms]     [k] lru_cache_add
     0.02%     0.00%  swapper          [kernel.kallsyms]     [k] enqueue_task
     0.02%     0.00%  kcompactd0       [kernel.kallsyms]     [k] mem_cgroup_migrate
     0.02%     0.02%  LocalJobRunner   [kernel.kallsyms]     [k] propagate_protected_usage
     0.02%     0.01%  localfetcher#1   [kernel.kallsyms]     [k] rcu_read_unlock_strict
     0.02%     0.02%  kworker/u96:0-e  [kernel.kallsyms]     [k] xas_load
     0.02%     0.01%  java             [kernel.kallsyms]     [k] __entry_text_start
     0.02%     0.00%  kworker/u98:2    [kernel.kallsyms]     [k] pagevec_lookup_range
     0.02%     0.02%  LocalJobRunner   [kernel.kallsyms]     [k] arch_local_irq_enable
     0.02%     0.02%  java             [kernel.kallsyms]     [k] __update_load_avg_se
     0.02%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] handle_irq_event
     0.02%     0.00%  VM Thread        [kernel.kallsyms]     [k] asm_sysvec_apic_timer_interrupt
     0.02%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] balance_dirty_pages
     0.02%     0.00%  kworker/u98:2    [kernel.kallsyms]     [k] __mod_memcg_lruvec_state
     0.02%     0.02%  java             [kernel.kallsyms]     [k] release_pages
     0.02%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] xa_get_order
     0.02%     0.00%  Sampler Reader   [kernel.kallsyms]     [k] migrate_misplaced_page
     0.02%     0.00%  VM Thread        [kernel.kallsyms]     [k] sysvec_apic_timer_interrupt
     0.02%     0.01%  kworker/u98:2    [kernel.kallsyms]     [k] find_get_pages_range
     0.02%     0.02%  VM Thread        [kernel.kallsyms]     [k] change_protection
     0.02%     0.02%  kworker/u98:2    [kernel.kallsyms]     [k] mpage_process_page_bufs
     0.02%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] __handle_irq_event_percpu
     0.02%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] mem_cgroup_wb_stats
     0.02%     0.01%  java             [kernel.kallsyms]     [k] sugov_update_single_freq
     0.02%     0.00%  C2 CompilerThre  [kernel.kallsyms]     [k] move_to_new_page
     0.02%     0.00%  java             [kernel.kallsyms]     [k] try_to_release_page
     0.02%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] nvme_process_cq
     0.02%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] nvme_irq
     0.02%     0.00%  kworker/u97:1    [kernel.kallsyms]     [k] mpage_prepare_extent_to_map
     0.02%     0.02%  java             [kernel.kallsyms]     [k] __switch_to_asm
     0.02%     0.01%  Sampler Reader   [kernel.kallsyms]     [k] try_charge_memcg
     0.02%     0.01%  java             [kernel.kallsyms]     [k] kernel_init_free_pages.part.0
     0.02%     0.02%  java             [kernel.kallsyms]     [k] update_cfs_group
     0.02%     0.00%  C2 CompilerThre  [kernel.kallsyms]     [k] migrate_page
     0.02%     0.00%  kworker/u96:1    [kernel.kallsyms]     [k] __mod_memcg_state.part.0
     0.02%     0.00%  java             [kernel.kallsyms]     [k] rebalance_domains
     0.02%     0.02%  localfetcher#1   libc.so.6             [.] 0x00000000001b2eae
     0.02%     0.00%  VM Periodic Tas  [kernel.kallsyms]     [k] __x64_sys_futex
     0.02%     0.00%  java             [kernel.kallsyms]     [k] ext4_releasepage
     0.02%     0.02%  java             [kernel.kallsyms]     [k] rcu_all_qs
     0.02%     0.01%  kswapd0          [kernel.kallsyms]     [k] __slab_free
     0.02%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] __lock_text_start
     0.02%     0.01%  Sampler Reader   [kernel.kallsyms]     [k] __cond_resched
     0.02%     0.00%  kworker/u98:2    [kernel.kallsyms]     [k] __mod_memcg_state.part.0
     0.02%     0.00%  InMemoryMerger   [kernel.kallsyms]     [k] lock_page_lruvec_irqsave
     0.02%     0.02%  LocalJobRunner   [kernel.kallsyms]     [k] __page_set_anon_rmap
     0.02%     0.01%  localfetcher#1   [kernel.kallsyms]     [k] copy_page_to_iter
     0.02%     0.00%  localfetcher#1   [kernel.kallsyms]     [k] __hrtimer_run_queues
     0.02%     0.00%  kworker/u97:7-f  [kernel.kallsyms]     [k] __mod_lruvec_state
     0.02%     0.00%  InMemoryMerger   [kernel.kallsyms]     [k] new_slab
     0.02%     0.00%  Sampler Reader   [kernel.kallsyms]     [k] lru_cache_add_inactive_or_unevictable
     0.02%     0.02%  Sampler Reader   [kernel.kallsyms]     [k] get_mem_cgroup_from_mm
     0.02%     0.01%  java             [kernel.kallsyms]     [k] account_user_time
     0.02%     0.02%  java             [kernel.kallsyms]     [k] page_mapping
     0.02%     0.02%  LocalJobRunner   [kernel.kallsyms]     [k] xas_start
     0.02%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] filename_lookup
     0.02%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] vfs_mkdir
     0.02%     0.00%  localfetcher#1   [kernel.kallsyms]     [k] bio_endio
     0.02%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] nvme_pci_complete_rq
     0.02%     0.00%  C2 CompilerThre  [kernel.kallsyms]     [k] futex_wait
     0.02%     0.02%  java             [kernel.kallsyms]     [k] native_flush_tlb_one_user
     0.02%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] ext4_mkdir
     0.02%     0.00%  kworker/u98:0-e  [kernel.kallsyms]     [k] pagevec_lookup_range
     0.02%     0.02%  Sampler Reader   [kernel.kallsyms]     [k] up_read
     0.02%     0.00%  localfetcher#1   [kernel.kallsyms]     [k] submit_bio
     0.02%     0.01%  swapper          [kernel.kallsyms]     [k] __read_end_io
     0.02%     0.00%  localfetcher#1   [kernel.kallsyms]     [k] mpage_end_io
     0.02%     0.00%  kcompactd1       [kernel.kallsyms]     [k] buffer_migrate_page
     0.02%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] path_lookupat
     0.02%     0.00%  C2 CompilerThre  [kernel.kallsyms]     [k] __alloc_pages
     0.02%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] __getblk_gfp
     0.02%     0.01%  Sampler Reader   [kernel.kallsyms]     [k] __pagevec_lru_add
     0.02%     0.02%  java             [kernel.kallsyms]     [k] __switch_to
     0.02%     0.00%  localfetcher#1   [kernel.kallsyms]     [k] submit_bio_noacct
     0.02%     0.00%  Sampler Reader   [kernel.kallsyms]     [k] migrate_pages
     0.02%     0.00%  kworker/u96:1    [kernel.kallsyms]     [k] __mod_memcg_lruvec_state
     0.02%     0.01%  kworker/u98:0-e  [kernel.kallsyms]     [k] find_get_pages_range
     0.02%     0.00%  Sampler Reader   [kernel.kallsyms]     [k] ondemand_readahead
     0.02%     0.00%  localfetcher#1   [kernel.kallsyms]     [k] __submit_bio
     0.02%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] mod_lruvec_state.constprop.0
     0.02%     0.00%  java             [kernel.kallsyms]     [k] hrtimer_wakeup
     0.02%     0.00%  Sampler Reader   [kernel.kallsyms]     [k] page_cache_ra_unbounded
     0.02%     0.00%  java             [kernel.kallsyms]     [k] sched_clock_cpu
     0.02%     0.00%  perf             [kernel.kallsyms]     [k] __x64_sys_write
     0.02%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] pagevec_lru_move_fn
     0.02%     0.00%  perf             [kernel.kallsyms]     [k] ksys_write
     0.02%     0.00%  Readahead Threa  [kernel.kallsyms]     [k] add_to_page_cache_lru
     0.02%     0.00%  localfetcher#1   [kernel.kallsyms]     [k] PageHuge
     0.02%     0.00%  C2 CompilerThre  [kernel.kallsyms]     [k] get_page_from_freelist
     0.02%     0.00%  C2 CompilerThre  [kernel.kallsyms]     [k] __sysvec_apic_timer_interrupt
     0.02%     0.02%  InMemoryMerger   [kernel.kallsyms]     [k] xas_start
     0.02%     0.00%  kworker/u98:0-e  [kernel.kallsyms]     [k] __submit_bio
     0.02%     0.00%  kworker/u98:0-e  [kernel.kallsyms]     [k] submit_bio
     0.02%     0.00%  kworker/u98:0-e  [kernel.kallsyms]     [k] submit_bio_noacct
     0.02%     0.01%  pool-4-thread-1  [kernel.kallsyms]     [k] filemap_get_read_batch
     0.02%     0.00%  java             [kernel.kallsyms]     [k] find_busiest_group
     0.02%     0.00%  java             [kernel.kallsyms]     [k] jbd2_journal_try_to_free_buffers
     0.02%     0.00%  kswapd0          [kernel.kallsyms]     [k] page_counter_uncharge
     0.02%     0.00%  kworker/u97:1    [kernel.kallsyms]     [k] clear_page_dirty_for_io
     0.02%     0.01%  kswapd1          [kernel.kallsyms]     [k] _raw_spin_lock
     0.02%     0.02%  localfetcher#1   [kernel.kallsyms]     [k] down_read_trylock
     0.02%     0.00%  Sampler Reader   [kernel.kallsyms]     [k] page_cache_async_ra
     0.02%     0.00%  kworker/u97:0-e  [kernel.kallsyms]     [k] mpage_submit_page
     0.02%     0.01%  InMemoryMerger   [kernel.kallsyms]     [k] try_charge_memcg
     0.02%     0.02%  kworker/u97:6-e  [kernel.kallsyms]     [k] mpage_process_page_bufs
     0.02%     0.01%  kswapd1          [kernel.kallsyms]     [k] uncharge_page
     0.02%     0.00%  C2 CompilerThre  [kernel.kallsyms]     [k] hrtimer_interrupt
     0.02%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] ext4_da_reserve_space
     0.02%     0.00%  kworker/u97:7-f  [kernel.kallsyms]     [k] __submit_bio
     0.02%     0.00%  kworker/u97:7-f  [kernel.kallsyms]     [k] submit_bio
     0.02%     0.00%  kworker/u97:7-f  [kernel.kallsyms]     [k] submit_bio_noacct
     0.02%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] __wake_up
     0.02%     0.01%  LocalJobRunner   [kernel.kallsyms]     [k] xas_create
     0.02%     0.01%  pool-4-thread-1  [kernel.kallsyms]     [k] xas_start
     0.02%     0.00%  perf             [kernel.kallsyms]     [k] vfs_write
     0.02%     0.01%  VM Thread        [kernel.kallsyms]     [k] charge_memcg
     0.02%     0.00%  VM Periodic Tas  [kernel.kallsyms]     [k] do_futex
     0.02%     0.01%  java             [kernel.kallsyms]     [k] arch_local_irq_enable
     0.02%     0.01%  kswapd0          [kernel.kallsyms]     [k] page_counter_cancel
     0.02%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] nvme_complete_rq
     0.02%     0.02%  kswapd1          [unknown]             [.] 0000000000000000
     0.02%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] __ext4_handle_dirty_metadata
     0.02%     0.01%  java             [kernel.kallsyms]     [k] PageHuge
     0.02%     0.01%  java             [kernel.kallsyms]     [k] update_sd_lb_stats.constprop.0
     0.02%     0.00%  C2 CompilerThre  [kernel.kallsyms]     [k] schedule
     0.02%     0.00%  localfetcher#1   [kernel.kallsyms]     [k] tick_sched_timer
     0.02%     0.00%  perf             [kernel.kallsyms]     [k] ext4_file_write_iter
     0.02%     0.00%  perf             [kernel.kallsyms]     [k] new_sync_write
     0.02%     0.01%  localfetcher#1   [kernel.kallsyms]     [k] __ptep_modify_prot_start
     0.02%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] scheduler_tick
     0.02%     0.01%  LocalJobRunner   [kernel.kallsyms]     [k] irqentry_enter
     0.01%     0.00%  perf             [kernel.kallsyms]     [k] ext4_buffered_write_iter
     0.01%     0.01%  kworker/u96:0-e  [kernel.kallsyms]     [k] __mod_memcg_state.part.0
     0.01%     0.00%  VM Thread        [kernel.kallsyms]     [k] schedule
     0.01%     0.00%  kworker/u97:7-f  [kernel.kallsyms]     [k] blk_mq_submit_bio
     0.01%     0.00%  InMemoryMerger   [kernel.kallsyms]     [k] __sysvec_apic_timer_interrupt
     0.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] __wake_up_common_lock
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]     [k] __find_get_block
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]     [k] cpumask_next
     0.01%     0.01%  java             [kernel.kallsyms]     [k] cpuacct_charge
     0.01%     0.00%  InMemoryMerger   [kernel.kallsyms]     [k] hrtimer_interrupt
     0.01%     0.00%  InMemoryMerger   [kernel.kallsyms]     [k] __xa_set_mark
     0.01%     0.01%  java             [kernel.kallsyms]     [k] ktime_get_update_offsets_now
     0.01%     0.01%  java             [kernel.kallsyms]     [k] native_write_msr
     0.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] blk_mq_end_request
     0.01%     0.01%  InMemoryMerger   [kernel.kallsyms]     [k] ext4_es_lookup_extent
     0.01%     0.01%  localfetcher#1   [kernel.kallsyms]     [k] error_entry
     0.01%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] tick_program_event
     0.01%     0.01%  VM Thread        [kernel.kallsyms]     [k] free_pcp_prepare
     0.01%     0.00%  kworker/u98:0-e  [kernel.kallsyms]     [k] blk_mq_submit_bio
     0.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] __ext4_journal_get_write_access
     0.01%     0.01%  java             [kernel.kallsyms]     [k] __ptep_modify_prot_commit
     0.01%     0.00%  java             [kernel.kallsyms]     [k] enqueue_task_fair
     0.01%     0.01%  C2 CompilerThre  [kernel.kallsyms]     [k] __schedule
     0.01%     0.00%  kworker/u97:0-e  [kernel.kallsyms]     [k] mpage_prepare_extent_to_map
     0.01%     0.01%  InMemoryMerger   [kernel.kallsyms]     [k] __mod_node_page_state
     0.01%     0.00%  localfetcher#1   [kernel.kallsyms]     [k] tick_sched_handle
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]     [k] xas_find_conflict
     0.01%     0.01%  InMemoryMerger   [kernel.kallsyms]     [k] get_obj_cgroup_from_current
     0.01%     0.01%  java             [kernel.kallsyms]     [k] __update_load_avg_cfs_rq
     0.01%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] dequeue_task
     0.01%     0.01%  LocalJobRunner   [kernel.kallsyms]     [k] __brelse
     0.01%     0.01%  InMemoryMerger   [kernel.kallsyms]     [k] copy_page
     0.01%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] jbd2_journal_get_write_access
     0.01%     0.01%  java             libc.so.6             [.] 0x00000000001b2928
     0.01%     0.00%  localfetcher#1   [kernel.kallsyms]     [k] update_process_times
     0.01%     0.00%  java             [kernel.kallsyms]     [k] set_next_entity
     0.01%     0.01%  VM Thread        [kernel.kallsyms]     [k] copy_page
     0.01%     0.00%  C1 CompilerThre  [kernel.kallsyms]     [k] asm_exc_page_fault
     0.01%     0.00%  java             [kernel.kallsyms]     [k] page_cache_delete
     0.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] new_slab
     0.01%     0.00%  swapper          [kernel.kallsyms]     [k] try_to_wake_up
     0.01%     0.00%  C2 CompilerThre  [kernel.kallsyms]     [k] futex_wait_queue_me
     0.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] syscall_exit_to_user_mode
     0.01%     0.01%  java             [kernel.kallsyms]     [k] __cgroup_throttle_swaprate
     0.01%     0.00%  kworker/u98:2    [kernel.kallsyms]     [k] cgroup_rstat_updated
     0.01%     0.00%  swapper          [kernel.kallsyms]     [k] finish_task_switch.isra.0
     0.01%     0.00%  swapper          [kernel.kallsyms]     [k] flush_smp_call_function_queue
     0.01%     0.01%  InMemoryMerger   [kernel.kallsyms]     [k] jbd2_journal_get_write_access
     0.01%     0.01%  kcompactd0       [kernel.kallsyms]     [k] page_counter_charge
     0.01%     0.00%  perf             [kernel.kallsyms]     [k] generic_perform_write
     0.01%     0.00%  kcompactd1       [kernel.kallsyms]     [k] migrate_page_copy
     0.01%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] run_rebalance_domains
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]     [k] _find_first_bit
     0.01%     0.00%  localfetcher#1   [kernel.kallsyms]     [k] move_to_new_page
     0.01%     0.00%  swapper          [kernel.kallsyms]     [k] update_blocked_averages
     0.01%     0.00%  kcompactd1       [kernel.kallsyms]     [k] migrate_page_states
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]     [k] rcu_read_unlock_strict
     0.01%     0.00%  C2 CompilerThre  [kernel.kallsyms]     [k] __hrtimer_run_queues
     0.01%     0.00%  swapper          [kernel.kallsyms]     [k] asm_sysvec_call_function_single
     0.01%     0.00%  InMemoryMerger   [kernel.kallsyms]     [k] __hrtimer_run_queues
     0.01%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] dequeue_task_fair
     0.01%     0.00%  C1 CompilerThre  [kernel.kallsyms]     [k] exc_page_fault
     0.01%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] do_page_add_anon_rmap
     0.01%     0.01%  LocalJobRunner   [kernel.kallsyms]     [k] PageHuge
     0.01%     0.00%  swapper          [kernel.kallsyms]     [k] pick_next_task_fair
     0.01%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] page_add_anon_rmap
     0.01%     0.01%  Sampler Reader   [kernel.kallsyms]     [k] filemap_get_read_batch
     0.01%     0.00%  localfetcher#1   [kernel.kallsyms]     [k] migrate_page
     0.01%     0.01%  LocalJobRunner   [kernel.kallsyms]     [k] map_id_up
     0.01%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] ttwu_do_activate
     0.01%     0.01%  InMemoryMerger   [kernel.kallsyms]     [k] ext4_journal_check_start
     0.01%     0.00%  InMemoryMerger   [kernel.kallsyms]     [k] cgroup_rstat_flush_locked
     0.01%     0.00%  localfetcher#1   [kernel.kallsyms]     [k] blk_mq_submit_bio
     0.01%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] ext4_claim_free_clusters
     0.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] blk_update_request
     0.01%     0.00%  LocalJobRunner   [kernel.kallsyms]     [k] flush_tlb_func
     0.01%     0.01%  LocalJobRunner   [kernel.kallsyms]     [k] policy_node
     0.01%     0.01%  pool-4-thread-1  [kernel.kallsyms]     [k] add_transaction_credits
     0.01%     0.00%  localfetcher#1   [kernel.kallsyms]     [k] __lock_text_start
     0.01%     0.00%  VM Thread        [kernel.kallsyms]     [k] __schedule
     0.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]     [k] lock_page_lruvec_irqsave
     0.01%     0.01%  kswapd0          [kernel.kallsyms]     [k] page_mapping
