# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 3313094038832
#
# Children      Self  Command          Shared Object                        Symbol                                                                                                                                                           
# ........  ........  ...............  ...................................  .................................................................................................................................................................
#
     0.12%     0.00%  GC Thread#9      [kernel.kallsyms]                    [k] __hrtimer_run_queues
     0.12%     0.03%  Executor task l  [kernel.kallsyms]                    [k] do_dentry_open
     0.12%     0.00%  kworker/u64:35-  [kernel.kallsyms]                    [k] mpage_map_and_submit_buffers
     0.12%     0.00%  GC Thread#16     [kernel.kallsyms]                    [k] __hrtimer_run_queues
     0.12%     0.00%  GC Thread#17     [kernel.kallsyms]                    [k] __hrtimer_run_queues
     0.12%     0.00%  G1 Conc#2        [kernel.kallsyms]                    [k] tick_sched_handle
     0.12%     0.00%  GC Thread#12     [kernel.kallsyms]                    [k] handle_mm_fault
     0.12%     0.00%  G1 Refine#1      [kernel.kallsyms]                    [k] tick_sched_handle
     0.12%     0.00%  G1 Conc#2        [kernel.kallsyms]                    [k] update_process_times
     0.12%     0.00%  GC Thread#1      [kernel.kallsyms]                    [k] do_anonymous_page
     0.12%     0.00%  GC Thread#0      [kernel.kallsyms]                    [k] __run_hrtimer
     0.12%     0.00%  GC Thread#11     [kernel.kallsyms]                    [k] do_anonymous_page
     0.12%     0.00%  GC Thread#15     [kernel.kallsyms]                    [k] handle_mm_fault
     0.12%     0.00%  GC Thread#18     [kernel.kallsyms]                    [k] do_anonymous_page
     0.12%     0.12%  Executor task l  [kernel.kallsyms]                    [k] idle_cpu
     0.12%     0.01%  Executor task l  [kernel.kallsyms]                    [k] find_busiest_group
     0.12%     0.00%  G1 Refine#1      [kernel.kallsyms]                    [k] update_process_times
     0.12%     0.00%  GC Thread#22     [kernel.kallsyms]                    [k] __hrtimer_run_queues
     0.12%     0.00%  GC Thread#0      [kernel.kallsyms]                    [k] do_anonymous_page
     0.12%     0.00%  GC Thread#4      [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
     0.12%     0.01%  Executor task l  [kernel.kallsyms]                    [k] ext4_da_reserve_space
     0.12%     0.00%  GC Thread#4      [kernel.kallsyms]                    [k] alloc_pages_vma
     0.12%     0.00%  GC Thread#4      [kernel.kallsyms]                    [k] __alloc_pages
     0.12%     0.00%  GC Thread#21     [kernel.kallsyms]                    [k] __run_hrtimer
     0.12%     0.00%  GC Thread#7      [kernel.kallsyms]                    [k] __handle_mm_fault
     0.12%     0.00%  GC Thread#1      [kernel.kallsyms]                    [k] __hrtimer_run_queues
     0.12%     0.00%  G1 Conc#1        [kernel.kallsyms]                    [k] tick_sched_handle
     0.12%     0.00%  GC Thread#9      [kernel.kallsyms]                    [k] __run_hrtimer
     0.12%     0.00%  G1 Conc#3        [kernel.kallsyms]                    [k] tick_sched_handle
     0.12%     0.00%  GC Thread#12     [kernel.kallsyms]                    [k] __hrtimer_run_queues
     0.12%     0.00%  GC Thread#15     [kernel.kallsyms]                    [k] __sysvec_apic_timer_interrupt
     0.12%     0.00%  Executor task l  [kernel.kallsyms]                    [k] futex_wait_queue_me
     0.12%     0.00%  GC Thread#13     [kernel.kallsyms]                    [k] tick_sched_timer
     0.12%     0.11%  Executor task l  [kernel.kallsyms]                    [k] ext4_inode_block_valid
     0.12%     0.00%  kworker/u64:38-  [kernel.kallsyms]                    [k] mpage_map_and_submit_extent
     0.12%     0.00%  G1 Conc#3        [kernel.kallsyms]                    [k] update_process_times
     0.12%     0.00%  GC Thread#4      [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
     0.12%     0.01%  G1 Conc#1        [kernel.kallsyms]                    [k] update_process_times
     0.12%     0.00%  GC Thread#15     [kernel.kallsyms]                    [k] __handle_mm_fault
     0.11%     0.00%  G1 Conc#5        [kernel.kallsyms]                    [k] tick_sched_handle
     0.11%     0.00%  GC Thread#17     [kernel.kallsyms]                    [k] __run_hrtimer
     0.11%     0.00%  GC Thread#16     [kernel.kallsyms]                    [k] __run_hrtimer
     0.11%     0.00%  GC Thread#15     [kernel.kallsyms]                    [k] do_anonymous_page
     0.11%     0.00%  GC Thread#11     [kernel.kallsyms]                    [k] __sysvec_apic_timer_interrupt
     0.11%     0.00%  GC Thread#22     [kernel.kallsyms]                    [k] __run_hrtimer
     0.11%     0.00%  GC Thread#6      [kernel.kallsyms]                    [k] __alloc_pages
     0.11%     0.00%  G1 Conc#5        [kernel.kallsyms]                    [k] update_process_times
     0.11%     0.00%  GC Thread#6      [kernel.kallsyms]                    [k] alloc_pages_vma
     0.11%     0.11%  Executor task l  [kernel.kallsyms]                    [k] account_process_tick
     0.11%     0.00%  GC Thread#15     [kernel.kallsyms]                    [k] hrtimer_interrupt
     0.11%     0.11%  Executor task l  [kernel.kallsyms]                    [k] __accumulate_pelt_segments
     0.11%     0.01%  Executor task l  [kernel.kallsyms]                    [k] bio_associate_blkg
     0.11%     0.09%  Executor task l  [kernel.kallsyms]                    [k] page_counter_try_charge
     0.11%     0.00%  GC Thread#1      [kernel.kallsyms]                    [k] __run_hrtimer
     0.11%     0.00%  GC Thread#7      [kernel.kallsyms]                    [k] do_anonymous_page
     0.11%     0.03%  Executor task l  [kernel.kallsyms]                    [k] mapping_get_entry
     0.11%     0.00%  GC Thread#21     [kernel.kallsyms]                    [k] tick_sched_timer
     0.11%     0.00%  GC Thread#12     [kernel.kallsyms]                    [k] __run_hrtimer
     0.11%     0.00%  GC Thread#12     [kernel.kallsyms]                    [k] __handle_mm_fault
     0.11%     0.05%  Executor task l  [kernel.kallsyms]                    [k] blk_mq_get_tag
     0.11%     0.00%  GC Thread#0      [kernel.kallsyms]                    [k] tick_sched_timer
     0.11%     0.00%  GC Thread#14     [kernel.kallsyms]                    [k] __sysvec_apic_timer_interrupt
     0.11%     0.00%  GC Thread#7      [kernel.kallsyms]                    [k] __hrtimer_run_queues
     0.11%     0.00%  GC Thread#4      [kernel.kallsyms]                    [k] get_page_from_freelist
     0.11%     0.00%  GC Thread#17     [kernel.kallsyms]                    [k] tick_sched_timer
     0.11%     0.00%  G1 Conc#0        [kernel.kallsyms]                    [k] tick_sched_handle
     0.11%     0.00%  GC Thread#11     [kernel.kallsyms]                    [k] hrtimer_interrupt
     0.11%     0.00%  GC Thread#9      [kernel.kallsyms]                    [k] tick_sched_timer
     0.11%     0.00%  GC Thread#6      [kernel.kallsyms]                    [k] __sysvec_apic_timer_interrupt
     0.11%     0.00%  GC Thread#13     [kernel.kallsyms]                    [k] tick_sched_handle
     0.11%     0.11%  Executor task l  [kernel.kallsyms]                    [k] get_obj_cgroup_from_current
     0.11%     0.00%  G1 Conc#0        [kernel.kallsyms]                    [k] update_process_times
     0.11%     0.03%  kswapd0          [kernel.kallsyms]                    [k] _raw_spin_lock_irqsave
     0.11%     0.00%  GC Thread#2      [kernel.kallsyms]                    [k] __hrtimer_run_queues
     0.11%     0.00%  GC Thread#9      [kernel.kallsyms]                    [k] __alloc_pages
     0.11%     0.00%  GC Thread#9      [kernel.kallsyms]                    [k] alloc_pages_vma
     0.11%     0.01%  swapper          [kernel.kallsyms]                    [k] rebalance_domains
     0.11%     0.11%  swapper          [kernel.kallsyms]                    [k] acpi_idle_do_entry
     0.11%     0.00%  GC Thread#16     [kernel.kallsyms]                    [k] tick_sched_timer
     0.11%     0.00%  GC Thread#18     [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
     0.11%     0.00%  GC Thread#12     [kernel.kallsyms]                    [k] do_anonymous_page
     0.11%     0.00%  GC Thread#14     [kernel.kallsyms]                    [k] hrtimer_interrupt
     0.11%     0.00%  GC Thread#22     [kernel.kallsyms]                    [k] tick_sched_timer
     0.11%     0.00%  GC Thread#20     [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
     0.11%     0.00%  GC Thread#19     [kernel.kallsyms]                    [k] __hrtimer_run_queues
     0.11%     0.00%  GC Thread#13     [kernel.kallsyms]                    [k] update_process_times
     0.11%     0.00%  GC Thread#1      [kernel.kallsyms]                    [k] tick_sched_timer
     0.11%     0.08%  Executor task l  [kernel.kallsyms]                    [k] node_dirty_ok
     0.11%     0.00%  GC Thread#18     [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
     0.11%     0.00%  GC Thread#2      [kernel.kallsyms]                    [k] __run_hrtimer
     0.11%     0.00%  GC Thread#6      [kernel.kallsyms]                    [k] get_page_from_freelist
     0.11%     0.00%  GC Thread#7      [kernel.kallsyms]                    [k] __run_hrtimer
     0.11%     0.00%  Executor task l  [kernel.kallsyms]                    [k] __do_sys_newfstat
     0.11%     0.00%  GC Thread#20     [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
     0.11%     0.00%  GC Thread#6      [kernel.kallsyms]                    [k] hrtimer_interrupt
     0.11%     0.00%  kworker/u64:38-  [kernel.kallsyms]                    [k] mpage_prepare_extent_to_map
     0.11%     0.00%  GC Thread#17     [kernel.kallsyms]                    [k] tick_sched_handle
     0.11%     0.00%  GC Thread#3      [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
     0.11%     0.00%  GC Thread#10     [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
     0.11%     0.00%  GC Thread#14     [kernel.kallsyms]                    [k] __alloc_pages
     0.11%     0.00%  G1 Refine#3      [kernel.kallsyms]                    [k] __sysvec_apic_timer_interrupt
     0.11%     0.00%  GC Thread#5      [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
     0.11%     0.00%  GC Thread#10     [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
     0.11%     0.00%  GC Thread#12     [kernel.kallsyms]                    [k] tick_sched_timer
     0.11%     0.00%  GC Thread#3      [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
     0.11%     0.00%  G1 Refine#2      [kernel.kallsyms]                    [k] __hrtimer_run_queues
     0.11%     0.00%  GC Thread#19     [kernel.kallsyms]                    [k] __run_hrtimer
     0.11%     0.00%  GC Thread#14     [kernel.kallsyms]                    [k] alloc_pages_vma
     0.11%     0.00%  GC Thread#17     [kernel.kallsyms]                    [k] update_process_times
     0.11%     0.00%  GC Thread#0      [kernel.kallsyms]                    [k] tick_sched_handle
     0.11%     0.00%  GC Thread#5      [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
     0.11%     0.00%  GC Thread#4      [kernel.kallsyms]                    [k] __sysvec_apic_timer_interrupt
     0.11%     0.00%  G1 Refine#4      [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
     0.11%     0.00%  GC Thread#21     [kernel.kallsyms]                    [k] tick_sched_handle
     0.11%     0.00%  GC Thread#9      [kernel.kallsyms]                    [k] get_page_from_freelist
     0.11%     0.00%  G1 Refine#3      [kernel.kallsyms]                    [k] hrtimer_interrupt
     0.11%     0.01%  Executor task l  [kernel.kallsyms]                    [k] update_blocked_averages
     0.11%     0.00%  GC Thread#22     [kernel.kallsyms]                    [k] tick_sched_handle
     0.11%     0.00%  GC Thread#0      [kernel.kallsyms]                    [k] update_process_times
     0.11%     0.00%  GC Thread#7      [kernel.kallsyms]                    [k] tick_sched_timer
     0.11%     0.02%  Executor task l  [kernel.kallsyms]                    [k] update_sd_lb_stats.constprop.0
     0.10%     0.00%  GC Thread#21     [kernel.kallsyms]                    [k] update_process_times
     0.10%     0.00%  G1 Refine#2      [kernel.kallsyms]                    [k] __run_hrtimer
     0.10%     0.00%  GC Thread#8      [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
     0.10%     0.10%  Executor task l  [kernel.kallsyms]                    [k] __list_add_valid
     0.10%     0.00%  GC Thread#16     [kernel.kallsyms]                    [k] tick_sched_handle
     0.10%     0.00%  GC Thread#4      [kernel.kallsyms]                    [k] hrtimer_interrupt
     0.10%     0.00%  GC Thread#8      [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
     0.10%     0.00%  GC Thread#10     [kernel.kallsyms]                    [k] __alloc_pages
     0.10%     0.00%  GC Thread#9      [kernel.kallsyms]                    [k] tick_sched_handle
     0.10%     0.01%  Executor task l  [kernel.kallsyms]                    [k] run_rebalance_domains
     0.10%     0.00%  GC Thread#10     [kernel.kallsyms]                    [k] alloc_pages_vma
     0.10%     0.00%  G1 Refine#4      [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
     0.10%     0.00%  GC Thread#22     [kernel.kallsyms]                    [k] update_process_times
     0.10%     0.00%  GC Thread#2      [kernel.kallsyms]                    [k] tick_sched_timer
     0.10%     0.00%  GC Thread#19     [kernel.kallsyms]                    [k] tick_sched_timer
     0.10%     0.00%  GC Thread#16     [kernel.kallsyms]                    [k] update_process_times
     0.10%     0.00%  GC Thread#4      [kernel.kallsyms]                    [k] kernel_init_free_pages.part.0
     0.10%     0.10%  GC Thread#4      [kernel.kallsyms]                    [k] clear_page_rep
     0.10%     0.05%  kswapd0          [kernel.kallsyms]                    [k] kmem_cache_free
     0.10%     0.00%  GC Thread#1      [kernel.kallsyms]                    [k] tick_sched_handle
     0.10%     0.00%  kworker/u64:38-  [kernel.kallsyms]                    [k] mpage_map_and_submit_buffers
     0.10%     0.00%  GC Thread#12     [kernel.kallsyms]                    [k] tick_sched_handle
     0.10%     0.00%  GC Thread#6      [kernel.kallsyms]                    [k] kernel_init_free_pages.part.0
     0.10%     0.00%  GC Thread#9      [kernel.kallsyms]                    [k] update_process_times
     0.10%     0.00%  GC Thread#1      [kernel.kallsyms]                    [k] update_process_times
     0.10%     0.00%  GC Thread#14     [kernel.kallsyms]                    [k] get_page_from_freelist
     0.10%     0.10%  GC Thread#6      [kernel.kallsyms]                    [k] clear_page_rep
     0.10%     0.00%  GC Thread#20     [kernel.kallsyms]                    [k] __sysvec_apic_timer_interrupt
     0.10%     0.00%  G1 Refine#2      [kernel.kallsyms]                    [k] tick_sched_timer
     0.10%     0.00%  kworker/u64:35-  [kernel.kallsyms]                    [k] end_page_writeback
     0.10%     0.00%  GC Thread#10     [kernel.kallsyms]                    [k] __sysvec_apic_timer_interrupt
     0.10%     0.00%  GC Thread#15     [kernel.kallsyms]                    [k] __hrtimer_run_queues
     0.10%     0.00%  GC Thread#9      [kernel.kallsyms]                    [k] kernel_init_free_pages.part.0
     0.10%     0.00%  GC Thread#18     [kernel.kallsyms]                    [k] __sysvec_apic_timer_interrupt
     0.10%     0.00%  GC Thread#12     [kernel.kallsyms]                    [k] update_process_times
     0.10%     0.00%  GC Thread#7      [kernel.kallsyms]                    [k] tick_sched_handle
     0.10%     0.09%  GC Thread#9      [kernel.kallsyms]                    [k] clear_page_rep
     0.10%     0.00%  GC Thread#8      [kernel.kallsyms]                    [k] alloc_pages_vma
     0.10%     0.01%  swapper          [kernel.kallsyms]                    [k] load_balance
     0.10%     0.01%  Executor task l  [kernel.kallsyms]                    [k] timekeeping_update
     0.10%     0.10%  kcompactd0       [kernel.kallsyms]                    [k] llist_add_batch
     0.10%     0.00%  GC Thread#8      [kernel.kallsyms]                    [k] __alloc_pages
     0.10%     0.00%  GC Thread#3      [kernel.kallsyms]                    [k] __sysvec_apic_timer_interrupt
     0.10%     0.06%  Executor task l  [kernel.kallsyms]                    [k] __rq_qos_throttle
     0.10%     0.00%  GC Thread#3      [kernel.kallsyms]                    [k] __alloc_pages
     0.10%     0.00%  GC Thread#3      [kernel.kallsyms]                    [k] alloc_pages_vma
     0.10%     0.02%  kworker/u64:35-  [kernel.kallsyms]                    [k] test_clear_page_writeback
     0.10%     0.00%  GC Thread#20     [kernel.kallsyms]                    [k] hrtimer_interrupt
     0.10%     0.00%  GC Thread#19     [kernel.kallsyms]                    [k] alloc_pages_vma
     0.10%     0.00%  GC Thread#18     [kernel.kallsyms]                    [k] hrtimer_interrupt
     0.10%     0.00%  GC Thread#20     [kernel.kallsyms]                    [k] alloc_pages_vma
     0.10%     0.00%  GC Thread#10     [kernel.kallsyms]                    [k] hrtimer_interrupt
     0.10%     0.00%  GC Thread#5      [kernel.kallsyms]                    [k] __sysvec_apic_timer_interrupt
     0.10%     0.00%  GC Thread#19     [kernel.kallsyms]                    [k] __alloc_pages
     0.10%     0.00%  GC Thread#7      [kernel.kallsyms]                    [k] update_process_times
     0.10%     0.00%  GC Thread#17     [kernel.kallsyms]                    [k] alloc_pages_vma
     0.10%     0.00%  GC Thread#20     [kernel.kallsyms]                    [k] __alloc_pages
     0.10%     0.00%  GC Thread#3      [kernel.kallsyms]                    [k] hrtimer_interrupt
     0.10%     0.00%  GC Thread#2      [kernel.kallsyms]                    [k] tick_sched_handle
     0.10%     0.00%  GC Thread#15     [kernel.kallsyms]                    [k] __run_hrtimer
     0.10%     0.00%  GC Thread#19     [kernel.kallsyms]                    [k] tick_sched_handle
     0.10%     0.00%  GC Thread#14     [kernel.kallsyms]                    [k] __hrtimer_run_queues
     0.10%     0.00%  GC Thread#17     [kernel.kallsyms]                    [k] __alloc_pages
     0.10%     0.00%  G1 Refine#0      [kernel.kallsyms]                    [k] scheduler_tick
     0.10%     0.00%  GC Thread#15     [kernel.kallsyms]                    [k] alloc_pages_vma
     0.10%     0.00%  GC Thread#11     [kernel.kallsyms]                    [k] __hrtimer_run_queues
     0.10%     0.00%  GC Thread#13     [kernel.kallsyms]                    [k] alloc_pages_vma
     0.10%     0.00%  GC Thread#19     [kernel.kallsyms]                    [k] update_process_times
     0.10%     0.00%  GC Thread#5      [kernel.kallsyms]                    [k] hrtimer_interrupt
     0.10%     0.00%  GC Thread#2      [kernel.kallsyms]                    [k] update_process_times
     0.10%     0.00%  Executor task l  [kernel.kallsyms]                    [k] balance_dirty_pages
     0.10%     0.00%  GC Thread#15     [kernel.kallsyms]                    [k] __alloc_pages
     0.10%     0.00%  GC Thread#10     [kernel.kallsyms]                    [k] get_page_from_freelist
     0.10%     0.00%  GC Thread#8      [kernel.kallsyms]                    [k] __sysvec_apic_timer_interrupt
     0.10%     0.00%  C2 CompilerThre  [kernel.kallsyms]                    [k] scheduler_tick
     0.10%     0.00%  GC Thread#13     [kernel.kallsyms]                    [k] __alloc_pages
     0.10%     0.00%  G1 Refine#2      [kernel.kallsyms]                    [k] tick_sched_handle
     0.09%     0.09%  Executor task l  [kernel.kallsyms]                    [k] rcu_all_qs
     0.09%     0.00%  GC Thread#6      [kernel.kallsyms]                    [k] __hrtimer_run_queues
     0.09%     0.00%  G1 Refine#2      [kernel.kallsyms]                    [k] update_process_times
     0.09%     0.00%  GC Thread#14     [kernel.kallsyms]                    [k] __run_hrtimer
     0.09%     0.09%  Executor task l  [JIT] tid 1538                       [.] 0x00007f8cf52987c4
     0.09%     0.00%  GC Thread#3      [kernel.kallsyms]                    [k] get_page_from_freelist
     0.09%     0.00%  GC Thread#14     [kernel.kallsyms]                    [k] kernel_init_free_pages.part.0
     0.09%     0.09%  Executor task l  [kernel.kallsyms]                    [k] __audit_syscall_entry
     0.09%     0.00%  GC Thread#8      [kernel.kallsyms]                    [k] hrtimer_interrupt
     0.09%     0.09%  kswapd0          [kernel.kallsyms]                    [k] native_queued_spin_lock_slowpath.part.0
     0.09%     0.00%  kworker/u64:36-  [kernel.kallsyms]                    [k] pagevec_lookup_range_tag
     0.09%     0.09%  GC Thread#14     [kernel.kallsyms]                    [k] clear_page_rep
     0.09%     0.00%  GC Thread#19     [kernel.kallsyms]                    [k] get_page_from_freelist
     0.09%     0.00%  GC Thread#11     [kernel.kallsyms]                    [k] __run_hrtimer
     0.09%     0.07%  kworker/u64:36-  [kernel.kallsyms]                    [k] find_get_pages_range_tag
     0.09%     0.00%  Executor task l  [kernel.kallsyms]                    [k] task_work_run
     0.09%     0.00%  Executor task l  [kernel.kallsyms]                    [k] mem_cgroup_wb_stats
     0.09%     0.00%  GC Thread#15     [kernel.kallsyms]                    [k] tick_sched_timer
     0.09%     0.00%  GC Thread#8      [kernel.kallsyms]                    [k] get_page_from_freelist
     0.09%     0.09%  Executor task l  [kernel.kallsyms]                    [k] kfree
     0.09%     0.00%  GC Thread#6      [kernel.kallsyms]                    [k] __run_hrtimer
     0.09%     0.09%  Executor task l  [kernel.kallsyms]                    [k] bio_associate_blkg_from_css
     0.09%     0.00%  G1 Refine#5      [kernel.kallsyms]                    [k] asm_sysvec_apic_timer_interrupt
     0.09%     0.00%  GC Thread#2      [kernel.kallsyms]                    [k] alloc_pages_vma
     0.09%     0.01%  Executor task l  [kernel.kallsyms]                    [k] newidle_balance
     0.09%     0.00%  G1 Refine#3      [kernel.kallsyms]                    [k] __hrtimer_run_queues
     0.09%     0.00%  GC Thread#14     [kernel.kallsyms]                    [k] tick_sched_timer
     0.09%     0.00%  GC Thread#5      [kernel.kallsyms]                    [k] alloc_pages_vma
     0.09%     0.00%  GC Thread#4      [kernel.kallsyms]                    [k] __hrtimer_run_queues
     0.09%     0.00%  GC Thread#20     [kernel.kallsyms]                    [k] get_page_from_freelist
     0.09%     0.00%  Executor task l  [kernel.kallsyms]                    [k] cgroup_rstat_flush_irqsafe
     0.09%     0.00%  G1 Refine#4      [kernel.kallsyms]                    [k] __sysvec_apic_timer_interrupt
     0.09%     0.00%  GC Thread#5      [kernel.kallsyms]                    [k] __alloc_pages
     0.09%     0.03%  Executor task l  [kernel.kallsyms]                    [k] cgroup_rstat_flush_locked
     0.09%     0.00%  GC Thread#2      [kernel.kallsyms]                    [k] __alloc_pages
     0.09%     0.09%  Executor task l  [kernel.kallsyms]                    [k] acct_account_cputime
     0.09%     0.00%  GC Thread#11     [kernel.kallsyms]                    [k] tick_sched_timer
     0.09%     0.00%  G1 Refine#3      [kernel.kallsyms]                    [k] __run_hrtimer
     0.09%     0.00%  G1 Refine#4      [kernel.kallsyms]                    [k] hrtimer_interrupt
     0.09%     0.00%  G1 Refine#5      [kernel.kallsyms]                    [k] sysvec_apic_timer_interrupt
     0.09%     0.00%  GC Thread#15     [kernel.kallsyms]                    [k] get_page_from_freelist
     0.09%     0.00%  GC Thread#17     [kernel.kallsyms]                    [k] get_page_from_freelist
     0.09%     0.00%  GC Thread#15     [kernel.kallsyms]                    [k] tick_sched_handle
     0.09%     0.07%  Executor task l  [kernel.kallsyms]                    [k] update_rq_clock
     0.09%     0.00%  GC Thread#6      [kernel.kallsyms]                    [k] tick_sched_timer
     0.09%     0.00%  swapper          [kernel.kallsyms]                    [k] start_kernel
     0.09%     0.00%  GC Thread#4      [kernel.kallsyms]                    [k] __run_hrtimer
     0.09%     0.00%  G1 Conc#4        [kernel.kallsyms]                    [k] scheduler_tick
     0.09%     0.00%  GC Thread#14     [kernel.kallsyms]                    [k] tick_sched_handle
     0.09%     0.00%  GC Thread#20     [kernel.kallsyms]                    [k] __hrtimer_run_queues
     0.09%     0.00%  GC Thread#15     [kernel.kallsyms]                    [k] update_process_times
     0.09%     0.08%  GC Thread#10     [kernel.kallsyms]                    [k] clear_page_rep
     0.09%     0.00%  GC Thread#10     [kernel.kallsyms]                    [k] kernel_init_free_pages.part.0
     0.09%     0.00%  GC Thread#13     [kernel.kallsyms]                    [k] get_page_from_freelist
     0.09%     0.00%  GC Thread#18     [kernel.kallsyms]                    [k] __hrtimer_run_queues
     0.09%     0.00%  G1 Refine#3      [kernel.kallsyms]                    [k] tick_sched_timer
     0.09%     0.00%  GC Thread#3      [kernel.kallsyms]                    [k] __hrtimer_run_queues
     0.09%     0.00%  perf             [kernel.kallsyms]                    [k] entry_SYSCALL_64_after_hwframe
     0.09%     0.00%  perf             [kernel.kallsyms]                    [k] do_syscall_64
     0.09%     0.06%  Executor task l  [kernel.kallsyms]                    [k] may_open
     0.09%     0.00%  G1 Conc#2        [kernel.kallsyms]                    [k] scheduler_tick
     0.09%     0.00%  GC Thread#16     [kernel.kallsyms]                    [k] alloc_pages_vma
     0.09%     0.00%  GC Thread#22     [kernel.kallsyms]                    [k] alloc_pages_vma
     0.09%     0.00%  GC Thread#14     [kernel.kallsyms]                    [k] update_process_times
     0.09%     0.00%  G1 Refine#1      [kernel.kallsyms]                    [k] scheduler_tick
     0.09%     0.00%  G1 Conc#3        [kernel.kallsyms]                    [k] scheduler_tick
     0.09%     0.00%  GC Thread#19     [kernel.kallsyms]                    [k] kernel_init_free_pages.part.0
     0.09%     0.00%  GC Thread#3      [kernel.kallsyms]                    [k] kernel_init_free_pages.part.0
     0.09%     0.03%  Executor task l  [kernel.kallsyms]                    [k] clean_bdev_aliases
     0.09%     0.08%  GC Thread#3      [kernel.kallsyms]                    [k] clear_page_rep
     0.09%     0.00%  GC Thread#22     [kernel.kallsyms]                    [k] __alloc_pages
     0.09%     0.09%  Executor task l  [kernel.kallsyms]                    [k] __x86_indirect_thunk_r15
     0.09%     0.08%  GC Thread#19     [kernel.kallsyms]                    [k] clear_page_rep
     0.09%     0.09%  Executor task l  [kernel.kallsyms]                    [k] hrtimer_forward
     0.09%     0.00%  GC Thread#11     [kernel.kallsyms]                    [k] tick_sched_handle
     0.09%     0.00%  G1 Conc#5        [kernel.kallsyms]                    [k] scheduler_tick
     0.09%     0.00%  GC Thread#10     [kernel.kallsyms]                    [k] __hrtimer_run_queues
     0.09%     0.00%  GC Thread#20     [kernel.kallsyms]                    [k] __run_hrtimer
     0.08%     0.00%  G1 Conc#1        [kernel.kallsyms]                    [k] scheduler_tick
     0.08%     0.00%  GC Thread#3      [kernel.kallsyms]                    [k] __run_hrtimer
     0.08%     0.00%  GC Thread#8      [kernel.kallsyms]                    [k] kernel_init_free_pages.part.0
     0.08%     0.00%  GC Thread#18     [kernel.kallsyms]                    [k] __run_hrtimer
     0.08%     0.00%  GC Thread#4      [kernel.kallsyms]                    [k] tick_sched_timer
     0.08%     0.00%  GC Thread#20     [kernel.kallsyms]                    [k] kernel_init_free_pages.part.0
     0.08%     0.00%  GC Thread#21     [kernel.kallsyms]                    [k] alloc_pages_vma
     0.08%     0.00%  GC Thread#5      [kernel.kallsyms]                    [k] __hrtimer_run_queues
     0.08%     0.00%  GC Thread#11     [kernel.kallsyms]                    [k] update_process_times
     0.08%     0.00%  GC Thread#16     [kernel.kallsyms]                    [k] __alloc_pages
     0.08%     0.08%  GC Thread#20     [kernel.kallsyms]                    [k] clear_page_rep
     0.08%     0.08%  GC Thread#8      [kernel.kallsyms]                    [k] clear_page_rep
     0.08%     0.00%  G1 Conc#0        [kernel.kallsyms]                    [k] scheduler_tick
     0.08%     0.00%  GC Thread#1      [kernel.kallsyms]                    [k] alloc_pages_vma
     0.08%     0.01%  Executor task l  [kernel.kallsyms]                    [k] iov_iter_fault_in_readable.part.0
     0.08%     0.01%  Executor task l  [kernel.kallsyms]                    [k] __run_timers.part.0
     0.08%     0.00%  GC Thread#6      [kernel.kallsyms]                    [k] tick_sched_handle
     0.08%     0.00%  GC Thread#1      [kernel.kallsyms]                    [k] __alloc_pages
     0.08%     0.00%  Executor task l  [kernel.kallsyms]                    [k] page_add_new_anon_rmap
     0.08%     0.00%  GC Thread#17     [kernel.kallsyms]                    [k] scheduler_tick
     0.08%     0.08%  kswapd0          [kernel.kallsyms]                    [k] drop_buffers
     0.08%     0.00%  GC Thread#8      [kernel.kallsyms]                    [k] __hrtimer_run_queues
     0.08%     0.00%  GC Thread#13     [kernel.kallsyms]                    [k] scheduler_tick
     0.08%     0.02%  Executor task l  [kernel.kallsyms]                    [k] __blk_queue_split
     0.08%     0.00%  GC Thread#6      [kernel.kallsyms]                    [k] update_process_times
     0.08%     0.00%  GC Thread#21     [kernel.kallsyms]                    [k] __alloc_pages
     0.08%     0.00%  GC Thread#10     [kernel.kallsyms]                    [k] __run_hrtimer
     0.08%     0.00%  GC Thread#5      [kernel.kallsyms]                    [k] get_page_from_freelist
     0.08%     0.00%  GC Thread#15     [kernel.kallsyms]                    [k] kernel_init_free_pages.part.0
     0.08%     0.08%  GC Thread#15     [kernel.kallsyms]                    [k] clear_page_rep
